wavelet,size,NMI,Qc,Qy
bior1.1,3,1.0940635740690443,0.3705312787796063,0.7714525989577591
bior1.1,5,1.0995834136813871,0.41771339107571254,0.7968121675111239
bior1.1,7,1.1065774877196575,0.4328953099583433,0.8006491929815626
bior1.1,9,1.10712165203455,0.4605275886363148,0.8179470628825756
bior1.1,11,1.1064619311888888,0.47842808558395256,0.8208760606382917
bior1.1,13,1.1046686109121937,0.4714355673980988,0.824313203129148
bior1.1,15,1.109285828940892,0.4767840769266317,0.8309257937601805
bior1.1,17,1.1085695035729584,0.5109851320352661,0.8697225445627622
bior1.1,19,1.107816643171202,0.5066265512875852,0.8727743009212597
bior1.1,21,1.10977993382739,0.5280983752371627,0.8755950567193667
bior1.1,23,1.1090889157856088,nan,0.8767030640572233
bior1.1,25,1.1080694235976825,nan,0.8790396120172292
bior1.1,27,1.1072864426647706,nan,0.8828146713964568
bior1.1,29,1.1065260094302967,nan,0.8834576754732053
bior1.1,31,1.1058317536461744,nan,0.884823376789798
bior1.1,33,1.1056518058245035,nan,0.8956057681657503
bior1.1,35,1.1056984856215653,nan,0.8969830506291634
bior1.1,37,1.105893101690883,nan,0.8982811101141388
bior1.1,39,1.1064324792605016,nan,0.8996334651649561
bior1.3,3,1.0660285887652743,0.22669680806932416,0.6389851866784996
bior1.3,5,1.0809530861006347,0.272697883413269,0.6936151754010706
bior1.3,7,1.0902092522550166,0.28143813363532966,0.7182311190131685
bior1.3,9,1.0958322172104789,0.28341679268290737,0.7208592632997323
bior1.3,11,1.0981631392313598,0.29838697073010645,0.7379346006603574
bior1.3,13,1.0980270048102834,0.29856746392065364,0.7389560116985024
bior1.3,15,1.0970434912050873,0.29726846358228215,0.7376000639405544
bior1.3,17,1.099012465431848,0.3025369322203651,0.7415373759507226
bior1.3,19,1.0987509563522797,0.3464543969852702,0.761902619278671
bior1.3,21,1.0986163879219417,0.3466619504249485,0.7624474685626045
bior1.3,23,1.1021183467525524,0.3543737422057247,0.768658516623141
bior1.3,25,1.1016296582942642,0.35284470105921834,0.7685805293190341
bior1.3,27,1.1011209952774963,0.35099061657536584,0.7687716432420658
bior1.3,29,1.102309711952603,0.3644370877121747,0.7787930273908464
bior1.3,31,1.1022833024105296,0.36244969001862615,0.7797520012838898
bior1.3,33,1.1027381035518777,nan,0.7803960359376186
bior1.3,35,1.1049802260101258,nan,0.8844754511772553
bior1.3,37,1.1048309314659701,nan,0.8839663981538595
bior1.3,39,1.1050762757038572,nan,0.8835962684463613
bior1.5,5,1.0597591949065488,0.20704138051862286,0.6499306876613523
bior1.5,7,1.0704695840669396,0.23186236476970531,0.687516688674611
bior1.5,9,1.0820687647441447,0.24272656101893925,0.7173689893707255
bior1.5,11,1.0869256887732972,0.24788027487256153,0.7232536675187324
bior1.5,13,1.0884771870447485,0.2518537275563707,0.7344059691547085
bior1.5,15,1.0882956085885191,0.2506463848856281,0.7340365229382514
bior1.5,17,1.0882521599688924,0.2502098487496493,0.7346170378820668
bior1.5,19,1.0882136247326628,0.24966485511775507,0.7351419583569042
bior1.5,21,1.0947233926466937,0.368042889926448,0.84814066186679
bior1.5,23,1.0945989372525782,0.366457188441039,0.8489958138061382
bior1.5,25,1.1042419643849677,0.3985893425450526,0.8643990158342705
bior1.5,27,1.1035496098464015,0.3970474615753306,0.8643379928312397
bior1.5,29,1.1034177128426432,0.3962306324388818,0.8639686707152954
bior1.5,31,1.1030161365248925,0.4076873091798951,0.8723959101206641
bior1.5,33,1.1028519910779528,0.40683403023220144,0.8726673179304815
bior1.5,35,1.1029088104415128,0.40528872114287273,0.8727579213841292
bior1.5,37,1.1033146631425053,0.4671377626492411,0.8887345484751598
bior1.5,39,1.103019042384873,0.4665088842026697,0.8900749473066272
bior2.2,3,1.0615985601462479,0.22990216299838864,0.6569460956705552
bior2.2,5,1.082919695156987,0.2792715447409536,0.7148265374503315
bior2.2,7,1.0854317600151562,0.2761068768926954,0.7214347950326934
bior2.2,9,1.0915980268871202,0.2753258141956845,0.7210599826163703
bior2.2,11,1.094575177362304,0.3099103475906198,0.7606604601656494
bior2.2,13,1.0952448708138154,0.3134167152592716,0.7602007684417031
bior2.2,15,1.0940762818765934,0.31581861314305015,0.7630603002617502
bior2.2,17,1.0938390042883395,0.3129321273350579,0.7655695731810913
bior2.2,19,1.0937318001364065,0.33725293282449625,0.7871539559766341
bior2.2,21,1.0934501720324048,0.3366123457248521,0.7882477602555821
bior2.2,23,1.0968734230081119,0.34624224140906346,0.7936436816885679
bior2.2,25,1.09628520912449,0.34575348187785426,0.7942694224852277
bior2.2,27,1.096295421243488,0.3448866573567962,0.7955227905943033
bior2.2,29,1.104359662855633,0.367418917212214,0.8051203458592019
bior2.2,31,1.1060568097480725,0.3681640063928246,0.8073015981993158
bior2.2,33,1.1059945872230996,0.367811700720232,0.8073737219482208
bior2.2,35,1.1078954024317906,0.506353705153744,0.9040112334141259
bior2.2,37,1.1077169627759023,0.5055429247302414,0.9039821771814619
bior2.2,39,1.107671214533964,0.5057998076470398,0.9046386478406034
bior2.4,5,1.06082979474073,0.2217912427151349,0.6971048125231486
bior2.4,7,1.0748245846317734,0.25176606222818126,0.7265243397249804
bior2.4,9,1.0833190404727637,0.2538494109413645,0.7404653107212484
bior2.4,11,1.0882656624392466,0.2585985390643995,0.7428120681257263
bior2.4,13,1.0908258076425867,0.2674634576018034,0.7700408843072836
bior2.4,15,1.09084166040148,0.2675496284448268,0.7709968776684395
bior2.4,17,1.0907961578576622,0.26712078780538123,0.7710953005482671
bior2.4,19,1.0874019958488568,0.26254112458372403,0.7734913756653886
bior2.4,21,1.0949978692766937,0.3694607352400479,0.8683449992938463
bior2.4,23,1.0945366393005165,0.37108539783964506,0.8697098926058056
bior2.4,25,1.1065123226951101,0.4071515295704316,0.8834884248663867
bior2.4,27,1.106112581273096,0.40648563365998347,0.8834457693029404
bior2.4,29,1.1057331364706646,0.4069310543313614,0.8836716428641019
bior2.4,31,1.107136400053518,0.41443155702800955,0.8928761787819605
bior2.4,33,1.1069968063502835,0.4147589213607398,0.8939691175260046
bior2.4,35,1.1068882199768943,0.4142042153644817,0.8946130218025717
bior2.4,37,1.1020227192982046,0.4781968856954516,0.9128132949844138
bior2.4,39,1.1017054951866954,0.47833778546352296,0.9129133115462424
bior2.6,7,1.0585349060949827,0.19729378924507038,0.6243181237989555
bior2.6,9,1.0704809567040814,0.2197845169264963,0.6512772120635442
bior2.6,11,1.0779962239584784,0.221415199978959,0.6644012321128796
bior2.6,13,1.0830603842013689,0.22356246157745188,0.6669324569767576
bior2.6,15,1.085188867721096,0.2338159834577563,0.6921637310860211
bior2.6,17,1.0884831096446435,0.2363422124429692,0.693324173039744
bior2.6,19,1.0923635195581154,0.24589513179428213,0.6976191580496585
bior2.6,21,1.091661355602606,0.2441337985208876,0.697889536527013
bior2.6,23,1.098478632285888,0.30236704970666495,0.7731522912451266
bior2.6,25,1.098251655325816,0.2995082045341166,0.7728956015627153
bior2.6,27,1.105377799735589,0.3212959482492948,0.7832212950734582
bior2.6,29,1.1053518008395058,0.3190077162287574,0.7839438653008038
bior2.6,31,1.105165722695776,0.3177261449627288,0.78503994827334
bior2.6,33,1.1000230950809269,0.3173325099929917,0.7893361991046127
bior2.6,35,1.1002918681152156,0.31638223410765276,0.7893553510202508
bior2.6,37,1.0948403105339068,0.4970163862783378,0.9294408148246792
bior2.6,39,1.0949906732583827,0.4994454395588545,0.9292520762419535
bior2.8,9,1.0524763220838358,0.2235012048609623,0.6979648255039477
bior2.8,11,1.062094612283588,0.2464224161979629,0.7259209682278723
bior2.8,13,1.067451313442827,0.24650554182811116,0.7361458668827849
bior2.8,15,1.071787150043372,0.24862978799883456,0.7387709801131017
bior2.8,17,1.0897684827776124,0.3138048950252286,0.8399659277863608
bior2.8,19,1.1060404514026516,0.34566512094404017,0.8529800246345843
bior2.8,21,1.1099902769280896,0.3587849667309158,0.8576940995214185
bior2.8,23,1.1098389139717317,0.359422825068049,0.8572615914502262
bior2.8,25,1.1098794486022932,0.3936938863831639,0.8826474951610289
bior2.8,27,1.1099563623685478,0.3948639466769526,0.8827891522870898
bior2.8,29,1.1086130059533421,0.3943783534512057,0.8828137898583706
bior2.8,31,1.108562203733564,0.39458247791515905,0.8823969386469105
bior2.8,33,1.1094169992827307,0.3950254865171652,0.8826298791700735
bior2.8,35,1.1079883874427034,0.3951823527118111,0.890465751981133
bior2.8,37,1.1080405651614387,0.39378964270005035,0.8903896109361596
bior2.8,39,1.1014012562430886,0.46502453542409194,0.921552763829606
bior3.1,3,1.0422968177912828,0.19648465293740552,0.5925523362532432
bior3.1,5,1.0559958447641988,0.22090122050057528,0.6096801260221744
bior3.1,7,1.0710720582533668,0.2550194848220601,0.6871096872593849
bior3.1,9,1.07752576938155,0.2720045155603427,0.6997574074181527
bior3.1,11,1.0834309352572862,0.3268673771417977,0.7577804103039686
bior3.1,13,1.0845640520021667,0.3249369963046513,0.7564783722447679
bior3.1,15,1.0885085978699733,0.3356728586104133,0.762336943564785
bior3.1,17,1.088608041953541,0.333688854063163,0.761589746978301
bior3.1,19,1.0814595410664436,0.40647789891472047,0.7930877726578462
bior3.1,21,1.0807957486885582,0.40462544733630895,0.7945125805326017
bior3.1,23,1.083668842193575,0.4091875668603228,0.7993121462012932
bior3.1,25,1.0828810849828534,nan,0.7996535239354833
bior3.1,27,1.0891028958174012,nan,0.8162916107110375
bior3.1,29,1.0925158025584625,nan,0.8178874389890171
bior3.1,31,1.0938506973653532,nan,0.818171260183045
bior3.1,33,1.0940012370401786,nan,0.8182675372806517
bior3.1,35,1.0942313652973563,nan,0.8184747933257699
bior3.1,37,1.0939754787951996,nan,0.8185147670097604
bior3.1,39,1.0943513149851487,nan,0.8186512020964158
bior3.3,5,1.064522180468193,0.18401497271294875,0.5775970317698571
bior3.3,7,1.0777089716653065,0.19429239258485828,0.5951383875482106
bior3.3,9,1.0817310210263131,0.18078199430202674,0.5851642640715922
bior3.3,11,1.0865878171796388,0.18496493403260478,0.5892620526217031
bior3.3,13,1.0903322307460257,0.2140235140817656,0.6472236728907674
bior3.3,15,1.0912817206816938,0.21625697985528536,0.646921123715795
bior3.3,17,1.0894562352435753,0.21521849054415126,0.647066214061214
bior3.3,19,1.0886060118480854,0.21506193381714203,0.6488785893454024
bior3.3,21,1.0850406161845265,0.23626149504734562,0.6686754526939396
bior3.3,23,1.0878478756190015,0.2455125012157844,0.6747431374010388
bior3.3,25,1.0882783302702537,0.24676815049559495,0.6770135589456087
bior3.3,27,1.0878675871637256,0.24775065258043602,0.6778095461168893
bior3.3,29,1.088691361520638,0.25645633573802484,0.6879053178938327
bior3.3,31,1.0880183768959681,0.25922399768966703,0.6882755722010756
bior3.3,33,1.088003476419658,0.25950261157173177,0.6884067492030665
bior3.3,35,1.0863807557145648,0.3909209214664508,0.8008897258160221
bior3.3,37,1.0863394482601965,0.3906501102578654,0.8011471340480077
bior3.3,39,1.0866114950601131,0.3904492956988272,0.8017139015144242
bior3.5,7,1.0615157154272807,0.1981131053484682,0.6002219753213047
bior3.5,9,1.0774794122338964,0.20837255383515935,0.6219403465716257
bior3.5,11,1.081554740594502,0.19712566622600744,0.6213320497127379
bior3.5,13,1.0869070098093787,0.19973910015514781,0.6254585581390046
bior3.5,15,1.0883873826172972,0.2178360738705409,0.6624408406672101
bior3.5,17,1.0889171501791954,0.21750733601595848,0.6631164115696307
bior3.5,19,1.0884731003290191,0.2148298399605899,0.6685944434113118
bior3.5,21,1.0920625875455856,0.30340628664614105,0.7756108469176503
bior3.5,23,1.090843635030059,0.3009226123650174,0.775774363894738
bior3.5,25,1.0964219699799318,0.32490320066000156,0.7852703388832598
bior3.5,27,1.0970638120591585,0.3251553166174274,0.7860413099068483
bior3.5,29,1.0975298447037496,0.3259885374644026,0.7868809963404372
bior3.5,31,1.0990291133819317,0.3339307200363801,0.7905282357765514
bior3.5,33,1.0991700019342268,0.34110230582455,0.7924345967180796
bior3.5,35,1.0988772012172703,0.34546899124003455,0.7937521996597818
bior3.5,37,1.0929148215304023,0.38681364651181693,0.8108407217309556
bior3.5,39,1.0931666410534073,0.38545138361924114,0.8105692968800666
bior3.7,9,1.057494104685365,0.14697366751203284,0.5330477170038774
bior3.7,11,1.0724863547702916,0.1553816032935247,0.5573529978847465
bior3.7,13,1.076440664857483,0.14769528465141524,0.5594501422979918
bior3.7,15,1.0808580073126584,0.15107930824965804,0.5620237505478707
bior3.7,17,1.0843528452915796,0.1703244949761281,0.5904904326838871
bior3.7,19,1.084466540274674,0.16956978585558166,0.5907455059082657
bior3.7,21,1.0830505119731464,0.17248383866648992,0.5964851392364384
bior3.7,23,1.0888682243299335,0.21516481922599293,0.6628743936032052
bior3.7,25,1.0885345313518622,0.2143508192712569,0.6637917192868068
bior3.7,27,1.09357067114266,0.23286606047565633,0.6733047950254136
bior3.7,29,1.0929484503336864,0.23049366519594372,0.6737114329804191
bior3.7,31,1.0927764738456214,0.22797868448298278,0.6751390060682905
bior3.7,33,1.0940133316494114,0.22810502608281835,0.6767471279082489
bior3.7,35,1.094642088120888,0.22744939096071262,0.6776871663622293
bior3.7,37,1.0947725547085205,0.22706771372596266,0.6779684157358837
bior3.7,39,1.088870801841307,0.3548805425696934,0.7972441982104662
bior3.9,11,1.0533696390889735,0.1990020719268053,0.6120291707546481
bior3.9,13,1.06776698338998,0.2080086952396924,0.6343680580872094
bior3.9,15,1.0693416462591923,0.20504856044843417,0.6458831213507935
bior3.9,17,1.0899726549810278,0.25756145407187697,0.7236404344708992
bior3.9,19,1.101123319968995,0.2829354872954906,0.7325824904695907
bior3.9,21,1.1012065916248064,0.28168345609886414,0.7318583524058203
bior3.9,23,1.0990746356715781,0.2854251770783057,0.7342669743945907
bior3.9,25,1.0972161105411575,0.32324020693947414,0.768087032567564
bior3.9,27,1.0966879183461338,0.323172731505911,0.7681985650737065
bior3.9,29,1.0968340105010657,0.3232759674689799,0.7685594316897956
bior3.9,31,1.0959528025712024,0.3212481241430852,0.7685523612864561
bior3.9,33,1.0952805242277899,0.31735962419354957,0.7686743409143466
bior3.9,35,1.1026115067747082,0.33227353578953694,0.7814485590501273
bior3.9,37,1.1033162656046076,0.33383271602217185,0.7824471835525807
bior3.9,39,1.103308312287938,0.3348376103640618,0.7823108469241647
bior4.4,5,1.0621874431142815,0.21645900211146538,0.688517240164513
bior4.4,7,1.0757072392835823,0.24487955321181215,0.7242772102358236
bior4.4,9,1.084187149754607,0.24972780221058127,0.7434727947676933
bior4.4,11,1.089227463486701,0.25331687000893444,0.7457760485176281
bior4.4,13,1.0902817132906635,0.2583759839077041,0.7654330333332732
bior4.4,15,1.09018246754555,0.2574214850133805,0.7664454994705397
bior4.4,17,1.0898258119354656,0.25690917287281145,0.7668282172107006
bior4.4,19,1.0898519916057274,0.2591781142774715,0.7693851029947372
bior4.4,21,1.097068374255113,0.34287911032421453,0.8670795401402215
bior4.4,23,1.0965619727596265,0.3424552934457029,0.8680749220975914
bior4.4,25,1.1087368487696783,0.3761963438646671,0.8806590308923187
bior4.4,27,1.108408564599412,0.37549000842345176,0.8801906974111506
bior4.4,29,1.1079082089297572,0.37464296197441493,0.8795788889709192
bior4.4,31,1.1077008844887577,0.3832368410057215,0.8855548392675295
bior4.4,33,1.107173489693374,0.3822535290688328,0.8861826026836211
bior4.4,35,1.1065750224008302,0.3808711194056453,0.8869313888473451
bior4.4,37,1.1061815538507853,0.42597364767188095,0.8925412453203553
bior4.4,39,1.1061421495890822,nan,0.8935388565927858
bior5.5,7,1.0619378223991993,0.19020570540755072,0.6053119473667253
bior5.5,9,1.0759707609621028,0.20274992987838217,0.6294295161249714
bior5.5,11,1.0812441535885846,0.20611446785739812,0.6476354870161567
bior5.5,13,1.0868913946647962,0.20880132732183837,0.6504646179152055
bior5.5,15,1.0884565516958555,0.21018547790682315,0.6630323565928933
bior5.5,17,1.0886453231335116,0.20958738387743456,0.6626540510996414
bior5.5,19,1.0952906247881633,0.22097385482743181,0.6675843113552509
bior5.5,21,1.10352744470324,0.2906787069707016,0.7622550244729493
bior5.5,23,1.1029024752293863,0.2896736055583339,0.7619150389290726
bior5.5,25,1.1107281074148314,0.322465447071307,0.7742369073855004
bior5.5,27,1.110205574124246,0.3213100031609964,0.7740328694816243
bior5.5,29,1.1100456137209165,0.32176982825892464,0.7738117099747155
bior5.5,31,1.113082362728187,0.33060479927658387,0.7761297615255305
bior5.5,33,1.112791804233663,0.33117241433715144,0.7757268493295
bior5.5,35,1.1124216356697672,0.331421019251072,0.7751347283945941
bior5.5,37,1.112268570666554,0.3504688913266069,0.7769617447151952
bior5.5,39,1.112012270743576,0.3498932873929784,0.7767557325933374
bior6.8,9,1.052349891307181,0.22150572058777201,0.6924179994355882
bior6.8,11,1.0609590818511367,0.24954077104562292,0.7325221837465691
bior6.8,13,1.0698297410481477,0.24729822582578528,0.7394263983762857
bior6.8,15,1.0741634501698571,0.2507665628582862,0.7425120179211258
bior6.8,17,1.0898427504813193,0.30009903670221366,0.8296375694666072
bior6.8,19,1.106502120401524,0.33228775019437,0.8425396923752352
bior6.8,21,1.1107957797467833,0.345200716514675,0.8474012224052323
bior6.8,23,1.1109563849971333,0.346638532465524,0.8470148765274284
bior6.8,25,1.1112244044984594,0.38352679415391056,0.8846843986471223
bior6.8,27,1.1113195434615204,0.3836854004785912,0.8851798276153532
bior6.8,29,1.1098203374030817,0.382141403520913,0.8849461085187936
bior6.8,31,1.1093191303132517,0.3824026436308742,0.8847877137210008
bior6.8,33,1.1097800570785332,0.3831945751948767,0.8848756771582634
bior6.8,35,1.1063391602138304,0.385272692088326,0.8896575812609999
bior6.8,37,1.1059075381161567,0.3834844565312027,0.8898629913951499
bior6.8,39,1.1070680240701267,0.4044628748578535,0.8903721545172923
coif1,3,1.0670705748113805,0.22593708479032296,0.6687616591300266
coif1,5,1.0846047647141033,0.2710284645994819,0.7171684639148272
coif1,7,1.0893825193114401,0.27287011775371467,0.7212775695816088
coif1,9,1.0949867847131172,0.27658477750401705,0.7227518501659205
coif1,11,1.0969900756995803,0.2853806428368606,0.7489955489743828
coif1,13,1.0967479375930551,0.28513553979076656,0.7480095554728354
coif1,15,1.09583890776689,0.28334664782117386,0.7478135836894897
coif1,17,1.09873111174481,0.2903113512959092,0.7519971472952557
coif1,19,1.098440146514566,0.31537444828725414,0.7767293768242853
coif1,21,1.097946160451957,0.3139595399500334,0.7774929019251564
coif1,23,1.101863920335152,0.32165584716449747,0.7816865056704343
coif1,25,1.1012548184887672,0.3193031290805436,0.7816096556867439
coif1,27,1.1007539815006635,0.31630921724832134,0.7814624565391982
coif1,29,1.1025520027427458,0.3300124800538034,0.790381156399058
coif1,31,1.1018783177616005,0.3272628741937643,0.7912929300365502
coif1,33,1.1012539196954438,0.3246475860961625,0.7917012620591783
coif1,35,1.1030279714105586,nan,0.893622842845913
coif1,37,1.10215901479373,nan,0.8944541104741592
coif1,39,1.1021199761328966,nan,0.895537747859151
coif2,7,1.0625895731815864,0.190995979817157,0.6076379885020676
coif2,9,1.0764997543057828,0.2061133351483362,0.6318009662843631
coif2,11,1.0803671654660625,0.20588626809934346,0.6389338387599934
coif2,13,1.0864271583182965,0.20928077712160395,0.6418312471842265
coif2,15,1.0877589034625241,0.20998235407949983,0.6560118180973246
coif2,17,1.0875953380190948,0.20816466582140536,0.6553391267390797
coif2,19,1.0948846089229953,0.21940904259335356,0.6604146144067438
coif2,21,1.1028008116858394,0.29183027414095514,0.7593768700930152
coif2,23,1.1022586317791032,0.29081253746952773,0.7589675467191049
coif2,25,1.111172908065022,0.32485659612554835,0.7713494747842881
coif2,27,1.1102096891674054,0.3227925825518156,0.7712773566661696
coif2,29,1.1097689212552935,0.32154874666103,0.7712291276916525
coif2,31,1.1109516604297927,0.3287175961094878,0.7745736261205414
coif2,33,1.1110904108771336,0.3266741407919528,0.7739829374534578
coif2,35,1.1106456981595858,0.32567218473722154,0.7740576368276562
coif2,37,1.1107023089002015,0.3427280902477234,0.7773518275675599
coif2,39,1.1104231311595125,0.34111500621475815,0.7771863077746378
coif3,9,1.0491219997916754,0.20362314507111337,0.6706718232254031
coif3,11,1.0580137907945593,0.24129926483032377,0.7200281869518317
coif3,13,1.0664790883372497,0.238565349726419,0.7274890289104199
coif3,15,1.071151965541984,0.2424883447840727,0.7305781356341352
coif3,17,1.0880270909502252,0.29111797174713433,0.8190194996287897
coif3,19,1.105852822990945,0.32261321478345245,0.8315819922741311
coif3,21,1.1105731713107743,0.3367748975473463,0.8368127395210786
coif3,23,1.1107494602627672,0.33968808575643017,0.8371319569578244
coif3,25,1.1117524287678093,0.37605982821851686,0.8747950958833093
coif3,27,1.111705409100219,0.37697502435305147,0.8752395153554898
coif3,29,1.1116077194638727,0.3782096751820596,0.8759582148683657
coif3,31,1.1115120301393033,0.3841631969096886,0.8761182948528717
coif3,33,1.1114057418713588,0.385590337233927,0.8761408212324039
coif3,35,1.1090196751287036,0.38833652230302806,0.8804256150779955
coif3,37,1.1089069491796397,0.3870172428258711,0.8807128788109885
coif3,39,1.1091970817082477,0.41419486811875555,0.8912559988889186
coif4,13,1.0472268374613212,0.11232561035018795,0.5089320809904182
coif4,15,1.0571813755977453,0.12591945066695037,0.5316689118924498
coif4,17,1.0600557233271288,0.12318590825023899,0.5380504914162075
coif4,19,1.0820594433447235,0.1653558256994079,0.6125461981183731
coif4,21,1.0900315008265689,0.18913670478746128,0.6223419445223977
coif4,23,1.090095017851273,0.1890162365201458,0.6226348063970427
coif4,25,1.0932978537518105,0.1978099177031307,0.6262764311429688
coif4,27,1.094776843084422,0.20411092785677626,0.6400317845770079
coif4,29,1.0948118926807038,0.20379037160511862,0.640150929348595
coif4,31,1.09826927038412,0.21388743301107477,0.6435815029736578
coif4,33,1.0983864775898795,0.21410411944221916,0.6437175268761948
coif4,35,1.0982792241264419,0.21387176965717242,0.6440346231706799
coif4,37,1.099197806860637,0.22608725515163325,0.6520075386474538
coif4,39,1.09995488905619,0.22510135636073955,0.6530055096236789
coif5,15,1.0414345866056007,0.13987981319959872,0.5539658038948237
